#OTU_ID Kingdom Phylum Class Order Family genus species 37m-SAI261 38m-SAI265 40m-SAI178 45-SAI134 60m-SAI237 60m-SAI239 65m-SAI244 65m-SAI251 65m-SAI229 70m-SAI101 75m-SAI211 80m-SAI116
OTU_474 k__Bacteria     p__Chloroflexi  c__SAR202   o__     f__     g__     s__ 1 0 0 0 0 0 7 5 0 0 0 0
OTU_834 k__Bacteria     p__Chloroflexi  c__SAR202   o__     f__     g__     s__ 4 0 0 1 0 0 0 3 0 0 0 0
OTU_99 k__Bacteria  p__Chloroflexi  c__SAR202   o__     f__     g__     s__ 0 0 1 0 0 0 5 10 0 0 0 0
OTU_52 k__Bacteria  p__Cyanobacteria    c__Synechococcophycideae    o__Pseudanabaenales     f__Pseudanabaenaceae    g__     s__ 17 88 0 5 0 0 0 0 0 0 0 3
OTU_253 k__Bacteria     p__Cyanobacteria    c__Synechococcophycideae    o__Synechococcales  f__Acaryochloridaceae   g__Acaryochloris    s__ 0 1 0 1 3 0 1 0 0 0 0 0
OTU_241 k__Bacteria     p__Cyanobacteria    c__Synechococcophycideae    o__Synechococcales  f__Synechococcaceae     g__Synechococcus    s__ 0 0 0 5 2 0 2 0 0 1 0 4
OTU_289 k__Bacteria     p__Cyanobacteria    c__Synechococcophycideae    o__Synechococcales  f__Synechococcaceae     g__Prochlorococcus  s__ 1 2 0 16 1 0 2 0 0 0 0 0
OTU_1617 k__Bacteria    p__Firmicutes   c__Bacilli  o__Lactobacillales  f__Enterococcaceae  g__Enterococcus     s__ 0 0 1 0 0 0 0 0 3 0 0 2
OTU_426 k__Bacteria     p__Firmicutes   c__Bacilli  o__Lactobacillales  f__Streptococcaceae     g__Streptococcus    s__ 2 0 1 1 0 0 0 0 0 0 0 15
OTU_223 k__Bacteria     p__Gemmatimonadetes     c__Gemm-2   o__     f__     g__     s__ 0 0 0 0 2 0 5 0 0 0 3 0
OTU_201 k__Bacteria     p__Gemmatimonadetes     c__Gemm-4   o__     f__     g__     s__ 0 0 0 0 0 0 1 110 0 0 1 0
OTU_323 k__Bacteria     p__Lentisphaerae    c__[Lentisphaeria]  o__Lentisphaerales  f__Lentisphaeraceae     g__     s__ 0 5 0 2 0 0 0 0 0 0 1 0
OTU_219 k__Bacteria     p__Nitrospirae  c__Nitrospira   o__Nitrospirales    f__Nitrospiraceae   g__     s__ 0 0 0 6 2 0 4 0 0 3 27 0
OTU_40 k__Bacteria  p__Nitrospirae  c__Nitrospira   o__Nitrospirales    f__Nitrospiraceae   g__     s__ 0 1 2 0 0 0 24 53 0 1 0 0
OTU_754 k__Bacteria     p__Nitrospirae  c__Nitrospira   o__Nitrospirales    f__Nitrospiraceae   g__     s__ 0 0 0 5 0 0 1 4 0 0 4 0
OTU_1205 k__Bacteria    p__Nitrospirae  c__Nitrospira   o__Nitrospirales    f__Nitrospiraceae   g__     s__ 0 0 0 1 1 0 0 0 0 0 1 0
OTU_3127 k__Bacteria    p__Nitrospirae  c__Nitrospira   o__Nitrospirales    f__Nitrospiraceae   g__     s__ 0 0 0 1 0 0 0 0 0 1 1 0
OTU_696 k__Bacteria     p__Nitrospirae  c__Nitrospira   o__Nitrospirales    f__Nitrospiraceae   g__     s__ 5 0 0 1 0 0 1 0 0 0 0 0
OTU_162 k__Bacteria     p__PAUC34f  c__     o__     f__     g__     s__ 0 0 0 0 0 0 13 52 1 0 0 2
OTU_957 k__Bacteria     p__PAUC34f  c__     o__     f__     g__     s__ 5 0 0 0 0 0 0 8 0 0 0 4
OTU_384 k__Bacteria     p__Planctomycetes   c__OM190    o__CL500-15     f__     g__     s__ 0 3 0 3 0 0 3 0 0 0 1 0
OTU_1126 k__Bacteria    p__Planctomycetes   c__OM190    o__CL500-15     f__     g__     s__ 0 3 0 0 0 0 0 0 0 1 1 0
OTU_245 k__Bacteria     p__Planctomycetes   c__Phycisphaerae    o__Phycisphaerales  f__Phycisphaeraceae     g__     s__ 6 9 0 2 1 0 8 6 0 0 0 0
OTU_950 k__Bacteria     p__Planctomycetes   c__Phycisphaerae    o__Phycisphaerales  f__Phycisphaeraceae     g__     s__ 0 0 0 0 1 0 2 0 0 1 0 0
OTU_1036 k__Bacteria    p__Planctomycetes   c__Pla3     o__     f__     g__     s__ 0 0 0 0 1 0 2 8 0 1 0 0
OTU_450 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__Planctomycete    s__LF1 0 8 0 1 4 0 1 26 0 0 4 0
OTU_636 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 1 1 0 2 0 0 1 0 0 0 1 0
OTU_698 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 3 0 2 2 0 2 0 0 0 2 0
OTU_224 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 5 0 0 3 0 1 0 0 0 7 0
OTU_477 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 1 0 1 3 0 3 0 0 0 0 0
OTU_1541 k__Bacteria    p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 2 0 1 0 0 0 0 0 0 1 0
OTU_1657 k__Bacteria    p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 1 0 1 0 0 0 0 0 0 1 0
OTU_578 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 0 0 1 0 0 1 0 0 0 0 3
OTU_607 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 3 0 1 2 0 0 0 0 0 0 0
OTU_684 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 0 0 2 0 0 3 0 0 0 5 0
OTU_767 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 3 0 2 3 0 0 0 0 0 0 0
OTU_827 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 3 0 0 1 0 5 0 0 0 0 0
OTU_952 k__Bacteria     p__Planctomycetes   c__Planctomycetia   o__Pirellulales     f__Pirellulaceae    g__     s__ 0 6 0 1 0 0 0 3 0 0 0 0
OTU_85 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__     f__     g__     s__ 0 51 1 14 2 0 8 9 0 2 16 0
OTU_337 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__     f__     g__     s__ 0 7 0 3 0 0 3 0 0 0 2 0
OTU_1143 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__     f__     g__     s__ 0 0 1 0 0 0 1 0 0 0 0 3
OTU_353 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__     f__     g__     s__ 2 0 0 1 4 0 0 0 0 0 0 0
OTU_396 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__     f__     g__     s__ 2 0 0 0 10 0 1 0 0 0 0 0
OTU_41 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Kiloniellales    f__     g__     s__ 0 8 0 6 1 0 97 0 0 1 83 1
OTU_215 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Kiloniellales    f__     g__     s__ 0 2 0 13 2 0 117 0 0 0 1 2
OTU_804 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Kiloniellales    f__     g__     s__ 0 4 0 1 4 0 5 0 0 0 0 0
OTU_391 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Kiloniellales    f__     g__     s__ 0 0 0 1 0 0 1 0 0 0 10 0
OTU_115 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Kordiimonadales  f__Kordiimonadaceae     g__     s__ 0 1 0 7 1 0 19 1 0 0 0 0
OTU_239 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Kordiimonadales  f__Kordiimonadaceae     g__     s__ 0 3 0 9 0 0 1 0 0 0 0 0
OTU_1026 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Bradyrhizobiaceae    g__Bradyrhizobium   s__ 11 0 0 0 1 0 0 5 0 0 0 2
OTU_211 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Cohaesibacteraceae   g__Cohaesibacter    s__ 0 5 0 1 0 0 3 0 0 0 0 0
OTU_141 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Hyphomicrobiaceae    g__     s__ 0 39 3 2 5 0 1 0 0 2 1 0
OTU_412 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Hyphomicrobiaceae    g__     s__ 1 18 1 1 0 0 3 0 0 0 3 0
OTU_106 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Hyphomicrobiaceae    g__     s__ 0 8 0 8 15 0 5 0 0 0 3 0
OTU_3678 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Hyphomicrobiaceae    g__     s__ 0 2 0 2 4 0 1 0 0 6 0 0
OTU_318 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Hyphomicrobiaceae    g__     s__ 0 2 0 0 1 0 2 0 0 0 17 0
OTU_114 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Hyphomicrobiaceae    g__     s__ 0 0 0 0 1 0 2 0 3 0 0 0
OTU_247 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Hyphomicrobiaceae g__ s__ 0 0 0 0 0 0 0 0 0 1 1 2
OTU_28 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Phyllobacteriaceae   g__     s__ 4 28 1 6 6 0 107 15 0 3 123 2
OTU_634 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Phyllobacteriaceae   g__     s__ 0 13 0 1 0 0 2 0 0 0 1 0
OTU_2608 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales  f__Phyllobacteriaceae   g__Chelativorans    s__ 0 0 0 0 1 0 2 0 0 0 2 0
OTU_429 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhizobiales f__ g__ s__ 0 2 0 0 0 0 1 0 0 0 1 0
OTU_249 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Hyphomonadaceae  g__Hyphomonas   s__ 0 28 0 2 0 0 1 0 0 0 3 0
OTU_32 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae g__ s__ 1 124 3 13 12 1 25 61 0 3 157 32
OTU_12 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae g__ s__ 17 3 21 680 0 0 66 0 0 0 0 10
OTU_218 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae     g__     s__ 0 30 1 1 1 0 0 18 0 0 5 0
OTU_727 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae     g__Loktanella   s__ 0 6 0 0 4 0 1 11 0 0 1 8
OTU_267 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae g__ s__  0 58 1 9 0 0 1 2 0 0 0 0
OTU_867 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae     g__Roseovarius  s__ 0 0 0 0 1 0 2 1 3 0 0 2
OTU_1300 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae     g__     s__ 0 1 0 1 0 0 0 0 0 0 1 1
OTU_1360 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae     g__Paracoccus   s__ 0 0 0 0 1 0 0 4 1 0 0 1
OTU_439 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae     g__     s__ 0 9 0 0 0 0 1 16 0 0 11 0
OTU_614 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae g__ s__  0 3 0 1 1 0 2 0 0 0 0 0
OTU_830 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodobacterales  f__Rhodobacteraceae g__ s__ 0 0 0 0 1 0 1 0 3 0 4 0
OTU_110 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__     g__     s__ 0 50 1 6 5 0 7 2 0 2 1 0
OTU_234 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__     g__     s__ 2 7 0 0 39 1 0 0 0 0 0 6
OTU_242 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__     g__     s__  0 18 0 3 2 0 4 0 0 1 0 0
OTU_10 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Inquilinus   s__ 72 4 4 39 91 1 74 85 0 17 8 5
OTU_33 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Rhodovibrio  s__ 1 25 2 8 4 0 9 21 0 1 25 0
OTU_16 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Rhodovibrio  s__ 7 0 4 12 7 0 8 0 0 12 0 2
OTU_402 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__     s__ 0 6 0 5 1 0 19 3 0 1 7 0
OTU_49 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae g__ s__  0 1 1 1 0 0 2 1 0 0 4 1
OTU_68 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__     s__  1 7 0 7 55 0 25 0 0 7 0 4
OTU_81 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Rhodovibrio  s__  10 8 0 29 13 0 32 0 0 7 10 0
OTU_9 k__Bacteria   p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae g__ s__ 0 0 3 41 6 0 56 23 0 10 0 1
OTU_204 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__     s__  0 1 0 1 1 0 0 13 2 0 5 0
OTU_739 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Inquilinus   s__ 0 0 0 1 2 0 6 18 0 15 1 0
OTU_26 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__     s__ 0 0 0 2 1 0 9 5 0 8 0 0
OTU_61 k__Bacteria  p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__     s__ 1 0 0 8 0 0 6 1 0 1 0 0
OTU_2482 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Rhodovibrio  s__ 0 0 0 0 2 0 4 6 0 0 2 0
OTU_272 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Inquilinus   s__ 0 16 0 2 0 0 4 18 0 0 0 0
OTU_2792 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Inquilinus   s__ 0 0 3 3 1 0 0 0 0 0 5 0
OTU_1216 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae g__ s__ 0 1 0 2 0 0 0 0 0 1 0 0
OTU_1225 k__Bacteria    p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__     s__ 0 0 0 0 2 1 2 0 0 0 0 0
OTU_199 k__Bacteria     p__Proteobacteria   c__Alphaproteobacteria  o__Rhodospirillales     f__Rhodospirillaceae    g__Inquilinus   s__ 0 0 0 1 0  1 9 0 0 0 0 0
